query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
WP_001211198.1	blaADC-25	0.959	383	16	0	1	383	1	383	3.357e-255	775
WP_001211198.1	blaOCH-3	0.505	362	177	0	23	381	25	386	2.567e-105	342
WP_001211198.1	blaOCH-2	0.503	362	178	0	23	381	25	386	1.683e-104	339
WP_001211199.1	blaADC-25	0.957	383	16	0	1	383	1	383	1.622e-254	773
WP_001211199.1	blaOCH-3	0.508	362	176	0	23	381	25	386	5.355e-106	344
WP_001211199.1	blaOCH-2	0.505	362	177	0	23	381	25	386	3.512e-105	341
WP_001211200.1	blaADC-25	0.954	383	18	0	1	383	1	383	1.472e-253	770
WP_001211200.1	blaOCH-3	0.494	375	188	0	10	381	12	386	5.355e-106	344
WP_001211200.1	blaOCH-8	0.492	375	188	0	10	381	12	386	1.8759999999999998e-105	342
WP_001211203.1	blaADC-25	0.955	383	17	0	1	383	1	383	5.721e-254	771
WP_001211203.1	blaOCH-2	0.506	362	177	0	23	381	25	386	1.8759999999999998e-105	342
WP_001211203.1	blaOCH-3	0.495	375	187	0	10	381	12	386	2.0910000000000002e-106	345
WP_001211205.1	blaADC-25	0.959	383	16	0	1	383	1	383	3.357e-255	775
WP_001211205.1	blaOCH-2	0.51	362	175	0	23	381	25	386	1.117e-106	346
WP_001211205.1	blaOCH-3	0.499	375	186	0	10	381	12	386	1.2439999999999999e-107	348
WP_001211207.1	blaADC-25	0.957	383	16	0	1	383	1	383	2.223e-254	772
WP_001211207.1	blaOCH-2	0.507	362	176	0	23	381	25	386	7.326e-106	343
WP_001211207.1	blaOCH-3	0.497	375	187	0	10	381	12	386	8.164e-107	346
WP_001211208.1	blaADC-25	0.953	383	18	0	1	383	1	383	2.7649999999999997e-253	769
WP_001211208.1	blaOCH-2	0.504	362	178	0	23	381	25	386	8.993e-105	340
WP_001211208.1	blaOCH-3	0.493	375	188	0	10	381	12	386	1.002e-105	343
WP_001211209.1	blaADC-25	0.966	383	13	0	1	383	1	383	2.17e-257	781
WP_001211209.1	blaOCH-2	0.499	362	179	0	23	381	25	386	2.0649999999999998e-103	336
WP_001211209.1	blaOCH-3	0.489	375	190	0	10	381	12	386	2.303e-104	339
WP_001211210.1	blaADC-25	0.954	383	18	0	1	383	1	383	1.472e-253	770
WP_001211210.1	blaOCH-2	0.5	362	179	0	23	381	25	386	8.066e-104	337
WP_001211210.1	blaOCH-3	0.49	375	189	0	10	381	12	386	8.993e-105	340
WP_001211212.1	blaADC-25	0.962	383	15	0	1	383	1	383	6.945000000000001e-256	777
WP_001211212.1	blaOCH-2	0.506	362	177	0	23	381	25	386	1.371e-105	342
WP_001211212.1	blaOCH-3	0.496	375	187	0	10	381	12	386	1.528e-106	345
WP_001211214.1	blaADC-25	0.968	383	12	0	1	383	1	383	4.4900000000000005e-258	783
WP_001211214.1	blaOCH-2	0.501	362	179	0	23	381	25	386	4.31e-104	338
WP_001211214.1	blaOCH-3	0.491	375	189	0	10	381	12	386	4.805e-105	341
WP_001211215.1	blaADC-25	0.967	383	13	0	1	383	1	383	1.5829999999999999e-257	781
WP_001211215.1	blaOCH-2	0.499	362	179	0	23	381	25	386	1.5099999999999998e-103	336
WP_001211215.1	blaOCH-3	0.489	375	190	0	10	381	12	386	1.683e-104	339
WP_001211216.1	blaADC-25	0.965	383	13	0	1	383	1	383	7.653e-257	779
WP_001211216.1	blaOCH-2	0.501	362	179	0	23	381	25	386	4.31e-104	338
WP_001211216.1	blaOCH-3	0.491	375	189	0	10	381	12	386	4.805e-105	341
WP_001211218.1	blaADC-25	0.968	383	12	0	1	383	1	383	6.1530000000000005e-258	782
WP_001211218.1	blaOCH-2	0.501	362	179	0	23	381	25	386	5.896e-104	338
WP_001211218.1	blaOCH-3	0.49	375	189	0	10	381	12	386	6.573e-105	340
WP_001211219.1	blaADC-25	0.965	383	13	0	1	383	1	383	5.584e-257	780
WP_001211219.1	blaOCH-2	0.498	362	180	0	23	381	25	386	5.286999999999999e-103	335
WP_001211219.1	blaOCH-3	0.487	375	190	0	10	381	12	386	5.896e-104	338
WP_001211220.1	blaADC-25	0.961	384	15	0	1	384	1	383	2.8280000000000005e-256	778
WP_001211220.1	blaOCH-2	0.499	362	180	0	23	382	25	386	1.5699999999999998e-103	336
WP_001211220.1	blaOCH-3	0.489	375	190	0	10	382	12	386	1.751e-104	339
WP_001211221.1	blaADC-25	0.957	383	16	0	1	383	1	383	1.622e-254	773
WP_001211221.1	blaOCH-2	0.503	362	178	0	23	381	25	386	1.23e-104	340
WP_001211221.1	blaOCH-3	0.493	375	188	0	10	381	12	386	1.371e-105	342
WP_001211223.1	blaADC-25	0.965	383	13	0	1	383	1	383	4.0749999999999994e-257	780
WP_001211223.1	blaOCH-2	0.498	362	180	0	23	381	25	386	3.8649999999999997e-103	335
WP_001211223.1	blaOCH-3	0.488	375	190	0	10	381	12	386	4.31e-104	338
WP_001211224.1	blaADC-25	0.965	383	13	0	1	383	1	383	5.584e-257	780
WP_001211224.1	blaOCH-2	0.498	362	180	0	23	381	25	386	5.286999999999999e-103	335
WP_001211224.1	blaOCH-3	0.487	375	190	0	10	381	12	386	5.896e-104	338
WP_001211226.1	blaADC-25	0.965	383	13	0	1	383	1	383	5.584e-257	780
WP_001211226.1	blaOCH-2	0.506	362	177	0	23	381	25	386	1.371e-105	342
WP_001211226.1	blaOCH-3	0.496	375	187	0	10	381	12	386	1.528e-106	345
WP_001211227.1	blaADC-25	0.965	383	13	0	1	383	1	383	5.584e-257	780
WP_001211227.1	blaOCH-2	0.507	362	176	0	23	381	25	386	7.326e-106	343
WP_001211227.1	blaOCH-3	0.497	375	187	0	10	381	12	386	8.164e-107	346
WP_001211232.1	blaADC-25	0.952	383	18	0	1	383	1	383	7.115e-253	768
WP_001211232.1	blaOCH-2	0.504	362	178	0	23	381	25	386	6.573e-105	340
WP_001211232.1	blaOCH-3	0.494	375	188	0	10	381	12	386	7.326e-106	343
WP_001211233.1	blaADC-25	0.949	383	19	0	1	383	1	383	4.712e-252	766
WP_001211233.1	blaOCH-2	0.501	362	179	0	23	381	25	386	4.31e-104	338
WP_001211233.1	blaOCH-3	0.491	375	189	0	10	381	12	386	4.805e-105	341
WP_001211237.1	blaADC-25	0.959	383	16	0	1	383	1	383	6.304e-255	774
WP_001211237.1	blaOCH-2	0.505	362	177	0	23	381	25	386	3.512e-105	341
WP_001211237.1	blaOCH-3	0.494	375	188	0	10	381	12	386	3.914e-106	344
WP_001211238.1	blaADC-25	0.962	383	15	0	1	383	1	383	5.068e-256	777
WP_001211238.1	blaOCH-2	0.508	362	176	0	23	381	25	386	3.914e-106	344
WP_001211238.1	blaOCH-3	0.497	375	187	0	10	381	12	386	4.361e-107	347
WP_001211239.1	blaADC-25	0.962	383	15	0	1	383	1	383	3.6980000000000004e-256	777
WP_001211239.1	blaOCH-2	0.504	362	178	0	23	381	25	386	4.805e-105	341
WP_001211239.1	blaOCH-3	0.494	375	188	0	10	381	12	386	5.355e-106	344
WP_001255868.1	ant(6)-Ib	0.78	281	62	0	1	281	3	283	2.333e-144	449
WP_001255868.1	ant(6)-Ia	0.673	281	92	0	1	281	1	281	1.329e-119	378
WP_001255868.1	str	0.572	276	117	0	1	274	1	276	1.84e-94	305
WP_001256776.1	cmlA1	0.926	403	30	0	17	419	1	403	3.2829999999999997e-257	782
WP_001256776.1	cmlB1	0.754	392	96	0	18	409	1	392	1.388e-194	602
WP_001256776.1	floR	0.522	383	183	0	7	389	7	389	1.1270000000000001e-116	376
WP_001279068.1	aadA24	0.41	211	123	0	18	226	12	222	2.352e-42	153
WP_001279068.1	aadA9	0.409	222	129	0	6	225	12	233	8.586999999999999e-45	160
WP_001279068.1	aadA2b	0.382	234	143	0	18	250	1	234	1.2610000000000001e-42	154
WP_001443153.1	blaCMY-47	0.797	380	76	0	1	377	2	381	3.068e-202	621
WP_001443153.1	blaCMY-118	0.795	380	77	0	1	377	2	381	7.891e-202	620
WP_001443153.1	blaCMY-48	0.795	380	77	0	1	377	2	381	7.891e-202	620
WP_001812592.1	VanXY	0.381	155	87	0	103	244	30	184	7.466e-25	103
WP_001830952.1	dfrK	0.487	161	81	0	1	159	1	161	5.422e-42	147
WP_001830952.1	dfrG	0.475	161	83	0	1	159	1	161	2.379e-40	142
WP_001830952.1	dfrA3	0.437	162	89	0	1	159	1	162	1.459e-35	128
WP_002046804.1	blaADC-25	0.956	383	17	0	1	383	1	383	4.175e-254	771
WP_002046804.1	blaOCH-2	0.503	362	178	0	23	381	25	386	1.23e-104	340
WP_002046804.1	blaOCH-3	0.493	375	188	0	10	381	12	386	1.371e-105	342
WP_002047670.1	mph(N)	0.543	285	129	0	7	290	4	288	1.215e-90	295
WP_002047670.1	mph(C)	0.534	273	127	0	15	287	11	283	1.662e-84	277
WP_002047670.1	mph(J)	0.492	277	140	0	14	290	12	288	2.4830000000000002e-76	254
WP_002058891.1	blaADC-25	0.964	383	14	0	1	383	1	383	1.0490000000000001e-256	779
WP_002058891.1	blaOCH-2	0.508	362	176	0	23	381	25	386	3.914e-106	344
WP_002058891.1	blaOCH-3	0.497	375	187	0	10	381	12	386	4.361e-107	347
WP_002118772.1	blaADC-25	0.925	383	29	0	1	383	1	383	2.167e-244	743
WP_002118772.1	blaOCH-8	0.507	362	176	0	23	381	25	386	1.002e-105	343
WP_002118772.1	blaOCH-2	0.506	362	177	0	23	381	25	386	1.8759999999999998e-105	342
WP_002126587.1	blaADC-25	0.916	383	32	0	1	383	1	383	2.218e-241	735
WP_002126587.1	blaOCH-3	0.489	375	190	0	10	381	12	386	1.683e-104	339
WP_002126587.1	blaOCH-2	0.485	375	191	0	10	381	12	386	2.825e-103	336
WP_002157727.1	blaADC-25	0.967	383	13	0	1	383	1	383	1.5829999999999999e-257	781
WP_002157727.1	blaOCH-2	0.507	362	176	0	23	381	25	386	7.326e-106	343
WP_002157727.1	blaOCH-3	0.497	375	187	0	10	381	12	386	8.164e-107	346
WP_002294509.1	ant(9)-Ia	0.677	258	83	0	4	261	3	260	4.013e-110	349
WP_002294509.1	aadA21	0.425	256	145	0	1	256	5	257	3.212e-56	194
WP_002294509.1	aadA17	0.421	260	148	0	1	260	5	261	2.349e-56	194
WP_002296175.1	lsa(A)	0.667	498	165	0	1	498	1	497	2.952e-213	660
WP_002296175.1	lsa(E)	0.432	497	279	0	1	497	1	492	4.305e-117	381
WP_002296175.1	lsa(B)	0.43	497	280	0	1	497	1	492	3.8300000000000003e-116	379
WP_002317268.1	VanH	0.684	321	101	0	3	323	2	322	2.148e-140	440
WP_002317268.1	VanHOX	0.599	314	126	0	4	317	32	345	4.065e-115	367
WP_002322211.1	dfrA33	0.455	157	84	0	2	157	8	164	1.329e-36	132
WP_002322211.1	dfrA22	0.454	157	85	0	2	157	8	164	1.8200000000000002e-36	131
WP_002322211.1	dfrA12	0.453	157	85	0	2	157	8	164	2.494e-36	131
WP_002416070.1	VanXY	0.399	120	70	0	144	263	61	178	2.12e-19	85
WP_002578722.1	ant(9)-Ia	0.53	249	116	0	5	252	8	256	4.959e-76	250
WP_002578722.1	aadA17	0.438	230	127	0	5	231	8	237	2.544e-52	182
WP_002578722.1	aadA7	0.406	254	149	0	5	255	8	261	4.758e-52	181
WP_002812372.1	blaOXA-193	0.95	257	13	0	1	257	1	257	1.055e-167	515
WP_002812372.1	blaOXA-450	0.947	257	14	0	1	257	1	257	3.724e-167	513
WP_002812372.1	blaOXA-489	0.947	257	14	0	1	257	1	257	5.105e-167	513
WP_002824679.1	blaOXA-193	0.949	257	13	0	1	257	1	257	1.446e-167	514
WP_002824679.1	blaOXA-450	0.947	257	14	0	1	257	1	257	5.105e-167	513
WP_002824679.1	blaOXA-489	0.946	257	14	0	1	257	1	257	6.997e-167	512
WP_002837769.1	blaOXA-193	0.947	257	14	0	1	257	1	257	3.724e-167	513
WP_002837769.1	blaOXA-450	0.945	257	14	0	1	257	1	257	1.314e-166	512
WP_002837769.1	blaOXA-489	0.944	257	14	0	1	257	1	257	1.8020000000000002e-166	511
WP_002872163.1	tet(O)	0.904	639	61	0	1	639	1	639	0.0	1207
WP_002872163.1	tet(O/32/O)	0.902	639	63	0	1	639	1	639	0.0	1203
WP_002872163.1	tet(M)	0.816	638	117	0	1	638	1	638	0.0	1071
WP_002889704.1	blaOXA-193	0.947	257	14	0	1	257	1	257	3.724e-167	513
WP_002889704.1	blaOXA-450	0.945	257	14	0	1	257	1	257	1.314e-166	512
WP_002889704.1	blaOXA-489	0.944	257	14	0	1	257	1	257	1.8020000000000002e-166	511
WP_002936877.1	blaOXA-448	0.94	248	15	0	1	248	1	248	1.555e-159	491
WP_002936877.1	blaOXA-449	0.925	244	18	0	1	244	1	244	8.762e-154	474
WP_002936877.1	blaOXA-446	0.863	244	33	0	1	244	1	244	1.84e-141	439
WP_002977989.1	blaCME-1	0.609	293	114	0	1	292	1	293	1.098e-109	349
WP_002977989.1	blaSPU-1	0.556	269	119	0	22	290	22	289	4.1279999999999997e-88	287
WP_002977989.1	blaTLA-1	0.542	286	131	0	7	292	26	311	4.109e-91	296
WP_003013318.1	aadK	0.299	283	195	0	1	283	1	279	8.539e-34	129
WP_003013318.1	ant(6)-Ib	0.292	286	199	0	1	286	1	282	1.004e-32	126
WP_003013318.1	str	0.262	277	204	0	1	277	1	277	7.042e-25	102
WP_003023375.1	blaIMI-2	0.42	260	150	0	23	282	33	291	6.256e-56	194
WP_003023375.1	blaIMI-3	0.415	260	151	0	23	282	33	291	5.5730000000000004e-55	191
WP_003023375.1	blaIMI-1	0.413	260	151	0	23	282	33	291	1.422e-54	190
WP_003093423.1	blaPAO	0.961	397	15	0	1	397	1	397	2.573e-265	805
WP_003093423.1	blaCMY-8b	0.576	375	156	0	13	387	11	380	5.855000000000001e-131	417
WP_003093423.1	blaADC-25	0.47	389	202	0	1	389	1	383	2.3410000000000002e-102	334
WP_003110141.1	blaPAO	0.962	397	15	0	1	397	1	397	1.3700000000000002e-265	805
WP_003110141.1	blaCMY-8b	0.578	375	156	0	13	387	11	380	1.218e-131	419
WP_003110141.1	blaMOX-1	0.575	375	157	0	13	387	11	380	8.015000000000001e-131	416
WP_003112187.1	blaADC-25	0.956	383	17	0	1	383	1	383	4.175e-254	771
WP_003112187.1	blaOCH-2	0.504	362	178	0	23	381	25	386	6.573e-105	340
WP_003112187.1	blaOCH-3	0.494	375	188	0	10	381	12	386	7.326e-106	343
WP_003118203.1	blaPAO	0.967	397	13	0	1	397	1	397	3.1239999999999998e-267	810
WP_003118203.1	blaCMY-8b	0.578	375	156	0	13	387	11	380	1.667e-131	418
WP_003118203.1	blaMOX-1	0.575	375	157	0	13	387	11	380	1.0969999999999999e-130	416
WP_003119095.1	blaPAO	0.968	397	13	0	1	397	1	397	1.664e-267	811
WP_003119095.1	blaCMY-8b	0.577	375	156	0	13	387	11	380	3.1250000000000003e-131	417
WP_003119095.1	blaMOX-1	0.574	375	157	0	13	387	11	380	2.056e-130	415
WP_003121934.1	blaPAO	0.97	397	12	0	1	397	1	397	4.718e-268	812
WP_003121934.1	blaCMY-8b	0.576	375	156	0	13	387	11	380	4.2770000000000004e-131	417
WP_003121934.1	blaMOX-1	0.574	375	157	0	13	387	11	380	2.814e-130	415
WP_003122322.1	blaOXA-50	0.984	262	4	0	1	262	1	262	2.0370000000000002e-178	546
WP_003122322.1	blaOXA-494	0.983	262	4	0	1	262	1	262	3.826e-178	545
WP_003122322.1	blaOXA-486	0.981	262	5	0	1	262	1	262	9.852000000000001e-178	544
WP_003132320.1	blaPAO	0.963	397	15	0	1	397	1	397	9.999e-266	806
WP_003132320.1	blaCMY-8b	0.577	375	156	0	13	387	11	380	2.283e-131	418
WP_003132320.1	blaMOX-1	0.575	375	157	0	13	387	11	380	1.5019999999999999e-130	415
WP_003137570.1	blaPAO	0.96	397	16	0	1	397	1	397	6.622e-265	803
WP_003137570.1	blaCMY-8b	0.575	375	157	0	13	387	11	380	8.015000000000001e-131	416
WP_003137570.1	blaADC-25	0.468	389	203	0	1	389	1	383	5.988e-102	332
WP_003159191.1	ant(3'')-Ii-aac(6')-IId	0.981	184	3	0	1	184	280	463	1.8520000000000002e-123	383
WP_003159191.1	ant(3'')-Ih-aac(6')-IId	0.981	184	3	0	1	184	280	463	1.8520000000000002e-123	383
WP_003159191.1	aac(3)-Ib-aac(6')-Ib	0.976	184	4	0	1	184	151	334	1.23e-122	381
WP_003161096.1	blaOXA-395	0.982	262	5	0	1	262	1	262	7.188e-178	544
WP_003161096.1	blaOXA-50	0.981	262	5	0	1	262	1	262	9.852000000000001e-178	544
WP_003161096.1	blaOXA-488	0.981	262	5	0	1	262	1	262	9.852000000000001e-178	544
WP_003178584.1	blaACI-1	0.545	246	111	0	51	296	31	276	3.238e-77	256
WP_003178584.1	blaROB-1	0.517	254	122	0	51	304	51	304	2.3370000000000002e-74	248
WP_003178584.1	blaLUT-1	0.515	255	122	0	46	298	36	290	3.197e-74	248
WP_003234144.1	msr(C)	0.328	483	323	0	5	485	6	488	5.258000000000001e-72	251
WP_003234144.1	msr(D)	0.322	469	316	0	1	467	1	469	4.311e-67	237
WP_003234144.1	msr(E)	0.309	469	322	0	1	467	1	469	2.494e-62	222
WP_003235647.1	blaOXA-247	0.462	215	113	0	53	263	42	256	2.6e-52	182
WP_003235647.1	blaOXA-163	0.456	215	114	0	53	263	42	256	2.3199999999999998e-51	179
WP_003235647.1	blaOXA-405	0.456	215	114	0	53	263	42	256	3.171e-51	179
WP_003328240.1	blaOXA-247	0.452	225	119	0	49	267	35	259	2.21e-53	185
WP_003328240.1	blaOXA-163	0.447	225	121	0	49	267	35	259	1.973e-52	183
WP_003328240.1	blaOXA-405	0.443	225	121	0	49	267	35	259	9.419e-52	181
WP_003635403.1	tet(50)	0.787	388	82	0	1	387	1	388	2.269e-203	625
WP_003635403.1	tet(51)	0.707	382	112	0	6	387	6	387	4.508e-175	544
WP_003635403.1	tet(47)	0.678	387	124	0	1	387	29	415	4.197e-168	524
WP_003971483.1	cmx	0.583	391	162	0	1	389	1	391	2.266e-139	441
WP_003971483.1	cmrA	0.506	367	179	0	8	374	1	364	6.234e-107	347
WP_003971483.1	cmlV	0.363	372	235	0	1	372	25	394	3.563e-65	225
WP_004111091.1	blaOXY-2-7	0.935	290	19	0	1	290	1	290	3.389e-186	570
WP_004111091.1	blaOXY-2-2	0.934	290	19	0	1	290	1	290	4.645e-186	570
WP_004111091.1	blaOXY-2-1	0.932	290	20	0	1	290	1	290	1.639e-185	568
WP_004143591.1	blaSHV-1	0.931	286	20	0	1	286	1	286	1.3950000000000001e-182	559
WP_004143591.1	blaSHV-103	0.929	286	20	0	1	286	1	286	3.592e-182	558
WP_004143591.1	blaSHV-28	0.928	286	21	0	1	286	1	286	4.923e-182	558
WP_004149398.1	OqxA	0.921	391	31	0	1	391	1	391	3.384e-248	755
WP_004149398.1	oqxA	0.921	391	31	0	1	391	1	391	3.384e-248	755
WP_004149399.1	OqxB	0.921	1050	83	0	1	1050	1	1050	0.0	2024
WP_004149399.1	oqxB	0.921	1050	83	0	1	1050	1	1050	0.0	2024
WP_004174783.1	OqxB	0.923	1050	81	0	1	1050	1	1050	0.0	2028
WP_004174783.1	oqxB	0.923	1050	81	0	1	1050	1	1050	0.0	2028
WP_004206941.1	aph(3')-III	0.502	255	125	0	8	262	13	264	2.8270000000000003e-72	240
WP_004206941.1	aph(3')-IIIa	0.502	255	125	0	8	262	13	264	3.8700000000000004e-72	239
WP_004206941.1	aph(3')-VIIa	0.448	242	130	0	21	262	14	250	2.011e-57	197
WP_004212918.1	OqxA	0.922	391	30	0	1	391	1	391	1.802e-248	756
WP_004212918.1	oqxA	0.922	391	30	0	1	391	1	391	1.802e-248	756
WP_004287923.1	blaIMI-2	0.388	275	168	0	4	278	12	286	1.593e-52	184
WP_004287923.1	blaIMI-3	0.383	275	168	0	4	278	13	286	2.6409999999999997e-51	180
WP_004287923.1	blaIMI-1	0.382	275	169	0	4	278	12	286	3.607e-51	180
WP_004308783.1	lnu(E)	0.605	152	60	0	4	155	3	154	9.84e-54	181
WP_004308783.1	lnu(A)	0.591	157	64	0	3	159	2	158	5.237999999999999e-54	182
WP_004308783.1	lnu(D)	0.342	148	95	0	11	158	6	151	2.76e-20	85
WP_004365741.1	blaPAO	0.967	397	13	0	1	397	1	397	3.1239999999999998e-267	810
WP_004365741.1	blaCMY-8b	0.574	375	157	0	13	387	11	380	2.814e-130	415
WP_004365741.1	blaADC-25	0.472	389	202	0	1	389	1	383	3.5759999999999996e-103	336
WP_004384957.1	blaSST-1	0.675	373	121	0	3	375	5	377	3.958e-161	503
WP_004384957.1	blaSRT-2	0.672	373	122	0	3	375	5	377	3.581e-160	500
WP_004384957.1	blaSRT-1	0.667	373	124	0	3	375	5	377	1.5619999999999999e-158	495
WP_004641493.1	blaOXA-264	0.967	275	9	0	1	275	1	275	1.255e-183	562
WP_004641493.1	blaOXA-214	0.963	275	10	0	1	275	1	275	8.322e-183	559
WP_004641493.1	blaOXA-265	0.96	275	11	0	1	275	1	275	4.025e-182	557
WP_004643536.1	blaADC-25	0.904	383	37	0	1	383	1	383	8.004e-238	724
WP_004643536.1	blaOCH-8	0.495	367	183	0	18	381	20	386	5.896e-104	338
WP_004643536.1	blaOCH-2	0.494	367	184	0	18	381	20	386	1.5099999999999998e-103	336
WP_004680079.1	aadA17	0.395	246	148	0	6	250	12	257	5.864e-48	169
WP_004680079.1	aadA2	0.391	246	149	0	6	250	20	265	5.225e-47	166
WP_004680079.1	aadA3	0.389	246	149	0	6	250	12	257	9.758999999999999e-47	166
WP_004700205.1	blaADC-25	0.925	383	29	0	1	383	1	383	2.969e-244	743
WP_004700205.1	blaOCH-3	0.497	367	183	0	18	381	20	386	1.683e-104	339
WP_004700205.1	blaOCH-5	0.492	367	184	0	18	381	20	386	5.286999999999999e-103	335
WP_004707701.1	blaADC-25	0.92	383	31	0	1	383	1	383	9.499999999999998e-243	739
WP_004707701.1	blaOCH-3	0.489	375	190	0	10	381	12	386	1.683e-104	339
WP_004707701.1	blaOCH-2	0.485	375	191	0	10	381	12	386	2.825e-103	336
WP_004712857.1	blaADC-25	0.957	383	16	0	1	383	1	383	1.622e-254	773
WP_004712857.1	blaOCH-2	0.513	356	171	0	29	381	31	386	1.371e-105	342
WP_004712857.1	blaOCH-3	0.496	375	187	0	10	381	12	386	1.528e-106	345
WP_004714775.1	blaADC-25	0.964	383	14	0	1	383	1	383	1.0490000000000001e-256	779
WP_004714775.1	blaOCH-2	0.497	362	180	0	23	381	25	386	9.895e-103	334
WP_004714775.1	blaOCH-3	0.486	375	191	0	10	381	12	386	1.1029999999999999e-103	337
WP_004739487.1	blaADC-25	0.955	383	17	0	1	383	1	383	5.721e-254	771
WP_004739487.1	blaOCH-2	0.51	356	172	0	29	381	31	386	8.993e-105	340
WP_004739487.1	blaOCH-3	0.493	375	188	0	10	381	12	386	1.002e-105	343
