query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
aadA15	aadA15	1.0	263	0	0	1	263	1	263	1.979e-173	532
aadA16	aadA16	1.0	281	0	0	1	281	1	281	7.439e-185	566
aadA17	aadA17	1.0	263	0	0	1	263	1	263	4.399e-173	531
aadA2	aadA2	0.992	259	2	0	5	263	1	259	5.823e-170	522
aadA21	aadA21	1.0	263	0	0	1	263	1	263	4.399e-173	531
aadA22	aadA22	1.0	263	0	0	1	263	1	263	9.777e-173	530
aadA27	aadA27	1.0	262	0	0	1	262	1	262	8.494e-174	533
aadA3	aadA3	1.0	263	0	0	1	263	1	263	8.904e-174	533
aadA4	aadA4	1.0	262	0	0	1	262	1	262	1.566e-175	538
aadA5	aadA5	0.996	262	1	0	1	262	1	262	1.719e-174	535
aadA6	aadA6	1.0	281	0	0	1	281	1	281	3.347e-185	567
aadA7	aadA7	1.0	265	0	0	1	265	1	265	1.074e-172	530
aadA8	aadA8	0.988	263	3	0	1	263	1	263	2.3859999999999997e-171	526
aadA9	aadA9	1.0	278	0	0	1	278	22	299	2.906e-185	567
aadK	aadK	1.0	284	0	0	1	284	1	284	2.32e-199	608
aadS	aadS	1.0	287	0	0	1	287	1	287	1.45e-197	603
ant(2'')-Ia	ANT(2'')-Ia	0.971	177	5	0	1	177	1	177	2.714e-118	368
ant(3'')-Ib	ANT(3'')-Ib	1.0	266	0	0	1	266	1	266	1.568e-177	544
ant(3'')-Ih	ANT(3'')-Ii-AAC(6')-IId	1.0	463	0	0	1	463	1	463	1.627e-311	942
ant(3'')-IIb	ANT(3'')-IIb	1.0	263	0	0	1	263	1	263	3.025e-177	543
ant(3'')-IIc	ANT(3'')-IIc	1.0	259	0	0	1	259	1	259	3.642e-173	531
ant(4')-Ia	ANT(4')-Ib	0.916	253	21	0	1	253	1	253	2.2629999999999998e-158	488
ant(4')-Ib	ANT(4')-Ia	1.0	256	0	0	1	256	1	256	1.073e-176	541
ant(4')-IIa	ANT(4')-IIa	1.0	252	0	0	1	252	1	252	9.753000000000001e-176	538
ant(4')-IIb	ANT(4')-IIb	1.0	251	0	0	1	251	1	251	8.070999999999999e-169	518
ant(6)-Ia	aad(6)	0.996	276	1	0	27	302	1	276	1.038e-191	587
ant(6)-Ib	ANT(6)-Ib	1.0	285	0	0	1	285	1	285	1.201e-198	606
ant(9)-Ia	ANT(9)-Ia	1.0	260	0	0	1	260	1	260	9.320000000000001e-172	527
aph(2'')-Ie	APH(2'')-Ie	1.0	301	0	0	1	301	1	301	5.458000000000001e-207	631
aph(2'')-If	APH(2'')-If	1.0	297	0	0	1	297	1	297	7.904000000000001e-201	613
aph(2'')-Ig	APH(2'')-Ig	1.0	306	0	0	1	306	1	306	5.735000000000001e-209	637
aph(2'')-IIa	APH(2'')-IIa	0.989	299	3	0	1	299	1	299	1.93e-200	612
aph(2'')-IIIa	APH(2'')-IIIa	1.0	306	0	0	1	306	1	306	6.908e-207	631
aph(2'')-IVa	APH(2'')-IVa	1.0	301	0	0	1	301	1	301	1.105e-207	633
aph(3'')-Ia	APH(3'')-Ia	0.996	272	1	0	1	272	1	272	2.19e-185	567
aph(3'')-Ib	APH(3'')-Ib	0.996	267	1	0	1	267	1	267	4.633e-183	560
aph(3'')-Ic	APH(3'')-Ic	1.0	254	0	0	1	254	1	254	1.561e-171	526
aph(3')-Ia	APH(3')-Ia	0.981	271	5	0	1	271	1	271	3.85e-187	572
aph(3')-Ib	APH(3')-Ib	0.948	271	14	0	1	271	1	271	7.035000000000001e-172	528
aph(3')-IIa	APH(3')-IIa	1.0	264	0	0	1	264	1	264	5.845999999999999e-179	548
aph(3')-IIb	APH(3')-IIb	0.992	268	2	0	1	268	1	268	5.857e-181	554
aph(3')-IIc	APH(3')-IIc	0.865	267	36	0	1	267	1	267	7.606e-152	470
aph(3')-IIIa	APH(3')-IIIa	0.973	264	7	0	1	264	1	264	1.2990000000000002e-178	547
aph(3')-IVa	APH(3')-IVa	1.0	262	0	0	1	262	1	262	4.843e-180	551
aph(3')-IX	APH(3')-IX	1.0	266	0	0	1	266	1	266	6.426e-179	548
aph(3')-Va	APH(3')-Va	0.996	268	1	0	1	268	1	268	4.028e-185	566
aph(3')-Vb	APH(3')-Vb	0.973	264	7	0	1	264	1	263	3.483e-176	540
aph(3')-Vc	APH(3')-Vc	1.0	264	0	0	1	264	1	264	3.6600000000000004e-184	563
aph(3')-VI	APH(3')-VI	1.0	259	0	0	1	259	1	259	8.096e-173	530
aph(3')-VIa	APH(3')-VIa	1.0	259	0	0	1	259	1	259	3.642e-173	531
aph(3')-VIb	APH(3')-VIb	1.0	259	0	0	1	259	1	259	1.8e-172	529
aph(3')-VIIa	APH(3')-VIIa	1.0	250	0	0	1	250	1	250	3.99e-176	539
aph(3')-VIIIa	APH(3')-VIIIa	1.0	267	0	0	1	267	1	267	1.03e-182	559
aph(3')-VIIIb	APH(3')-VIII	1.0	259	0	0	1	259	1	259	1.8e-172	529
aph(3')-XV	APH(3')-XV	1.0	264	0	0	1	264	1	264	3.483e-176	540
aph(4)-Ia	APH(4)-Ia	1.0	341	0	0	1	341	1	341	5.9189999999999995e-235	714
aph(6)-Ia	APH(6)-Ia	0.996	307	1	0	1	307	1	307	3.5759999999999995e-206	629
aph(6)-Ib	APH(6)-Ib	1.0	307	0	0	1	307	1	307	4.307e-204	623
aph(6)-Ic	APH(6)-Ic	1.0	266	0	0	15	280	1	266	7.791000000000001e-184	563
aph(6)-Id	APH(6)-Id	0.992	278	2	0	1	278	1	278	5.358999999999999e-187	572
aph(7'')-Ia	APH(7'')-Ia	1.0	332	0	0	1	332	1	332	1.3689999999999999e-229	698
aph(9)-Ia	APH(9)-Ia	0.806	330	64	0	1	330	1	330	1.6110000000000001e-183	565
aph(9)-Ib	APH(9)-Ib	1.0	330	0	0	1	330	1	330	2.769e-229	697
apmA	apmA	1.0	274	0	0	1	274	1	274	8.981999999999999e-188	574
armA	armA	1.0	257	0	0	1	257	1	257	6.707e-174	533
arr-2	arr-2	1.0	150	0	0	1	150	1	150	1.4089999999999998e-103	324
arr-3	arr-3	1.0	150	0	0	1	150	1	150	1.4089999999999998e-103	324
arr-4	arr-4	1.0	150	0	0	1	150	1	150	3.134e-103	323
arr-5	arr-5	1.0	150	0	0	1	150	1	150	3.134e-103	323
arr-7	arr-7	1.0	150	0	0	1	150	1	150	3.134e-103	323
arr-8	arr-8	1.0	150	0	0	1	150	1	150	3.134e-103	323
arr-Ms	arr-1	1.0	143	0	0	1	143	1	143	4.401e-96	302
BcII	Bla2	0.976	256	6	0	1	256	1	256	1.233e-166	512
bla2a	EXO	1.0	314	0	0	1	314	1	314	3.7600000000000003e-209	638
blaA	y56	0.959	294	12	0	1	294	1	294	1.0359999999999999e-187	575
blaACC-1	ACC-1	1.0	386	0	0	5	390	1	386	6.408e-259	786
blaACC-2	ACC-2	1.0	390	0	0	1	390	1	390	2.399e-261	793
blaACC-4	ACC-4	1.0	386	0	0	5	390	1	386	2.884e-259	787
blaACC-5	ACC-5	1.0	386	0	0	1	386	1	386	5.315e-259	786
blaACI-1	ACI-1	1.0	284	0	0	1	284	1	284	4.46e-192	587
blaACT-1	ACT-1	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaACT-10	ACT-10	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaACT-12	ACT-12	1.0	381	0	0	1	381	1	381	3.4959999999999997e-261	792
blaACT-13	ACT-13	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaACT-14	ACT-14	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaACT-15	ACT-15	1.0	381	0	0	1	381	1	381	7.082999999999999e-262	794
blaACT-17	ACT-17	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaACT-18	ACT-18	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaACT-19	ACT-19	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaACT-2	ACT-2	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaACT-2	ACT-3	0.997	381	1	0	1	381	1	381	1.435e-262	796
blaACT-20	ACT-20	1.0	381	0	0	1	381	1	381	7.082999999999999e-262	794
blaACT-21	ACT-21	1.0	381	0	0	1	381	1	381	7.082999999999999e-262	794
blaACT-21	ACT-5	0.997	381	1	0	1	381	1	381	7.082999999999999e-262	794
blaACT-22	ACT-22	1.0	381	0	0	1	381	1	381	7.768e-261	791
blaACT-23	ACT-23	1.0	381	0	0	1	381	1	381	7.082999999999999e-262	794
blaACT-24	ACT-24	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaACT-25	ACT-25	1.0	381	0	0	1	381	1	381	7.082999999999999e-262	794
blaACT-27	ACT-27	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaACT-28	ACT-28	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaACT-29	ACT-29	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaACT-3	ACT-3	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaACT-3	ACT-2	0.997	381	1	0	1	381	1	381	1.435e-262	796
blaACT-30	ACT-30	1.0	381	0	0	1	381	1	381	7.768e-261	791
blaACT-31	ACT-31	1.0	381	0	0	1	381	1	381	7.082999999999999e-262	794
blaACT-32	ACT-32	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaACT-33	ACT-33	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaACT-35	ACT-35	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaACT-36	ACT-36	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaACT-37	ACT-37	1.0	381	0	0	1	381	1	381	3.1879999999999996e-262	795
blaACT-38	ACT-38	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaACT-4	ACT-4	1.0	380	0	0	1	380	1	380	6.757999999999999e-262	794
blaACT-5	ACT-5	1.0	381	0	0	1	381	1	381	7.082999999999999e-262	794
blaACT-5	ACT-21	0.997	381	1	0	1	381	1	381	7.082999999999999e-262	794
blaACT-6	ACT-6	1.0	381	0	0	1	381	1	381	6.458e-263	797
blaACT-7	ACT-7	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaACT-8	ACT-8	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaACT-9	ACT-9	1.0	380	0	0	1	380	1	380	6.757999999999999e-262	794
blaADC-1	ADC-1	1.0	383	0	0	1	383	1	383	3.84e-261	792
blaADC-10	ADC-10	1.0	388	0	0	1	388	1	388	1.51e-265	805
blaADC-11	ADC-11	1.0	383	0	0	1	383	1	383	7.778999999999999e-262	794
blaADC-12	ADC-12	1.0	383	0	0	1	383	1	383	7.778999999999999e-262	794
blaADC-13	ADC-13	1.0	383	0	0	1	383	1	383	1.728e-261	793
blaADC-14	ADC-14	1.0	383	0	0	1	383	1	383	7.778999999999999e-262	794
blaADC-15	ADC-15	1.0	383	0	0	1	383	1	383	3.501e-262	795
blaADC-159	ADC-159	1.0	383	0	0	1	383	1	383	3.84e-261	792
blaADC-16	ADC-16	1.0	383	0	0	1	383	1	383	7.778999999999999e-262	794
blaADC-17	ADC-17	1.0	383	0	0	1	383	1	383	7.778999999999999e-262	794
blaADC-18	ADC-18	1.0	383	0	0	1	383	1	383	1.728e-261	793
blaADC-181	ADC-181	1.0	383	0	0	1	383	1	383	7.778999999999999e-262	794
blaADC-182	ADC-182	1.0	386	0	0	1	386	1	386	1.654e-263	799
blaADC-183	ADC-183	1.0	383	0	0	1	383	1	383	7.778999999999999e-262	794
blaADC-19	ADC-19	1.0	383	0	0	1	383	1	383	3.84e-261	792
blaADC-2	ADC-2	1.0	383	0	0	1	383	1	383	1.728e-261	793
blaADC-20	ADC-20	1.0	383	0	0	1	383	1	383	3.501e-262	795
blaADC-21	ADC-21	1.0	383	0	0	1	383	1	383	1.728e-261	793
blaADC-22	ADC-22	1.0	383	0	0	1	383	1	383	7.778999999999999e-262	794
blaADC-23	ADC-23	1.0	383	0	0	1	383	1	383	1.728e-261	793
blaADC-25	ADC-25	1.0	383	0	0	1	383	1	383	3.84e-261	792
blaADC-3	ADC-3	1.0	383	0	0	1	383	1	383	1.728e-261	793
blaADC-30	ADC-30	1.0	383	0	0	1	383	1	383	3.84e-261	792
blaADC-31	ADC-31	1.0	383	0	0	1	383	1	383	8.530999999999999e-261	791
blaADC-39	ADC-39	1.0	383	0	0	1	383	1	383	7.778999999999999e-262	794
blaADC-4	ADC-4	1.0	383	0	0	1	383	1	383	1.728e-261	793
blaADC-41	ADC-41	1.0	383	0	0	1	383	1	383	7.778999999999999e-262	794
blaADC-42	ADC-42	1.0	383	0	0	1	383	1	383	1.728e-261	793
blaADC-43	ADC-43	1.0	383	0	0	1	383	1	383	1.5759999999999998e-262	796
blaADC-44	ADC-44	1.0	383	0	0	1	383	1	383	1.728e-261	793
blaADC-5	ADC-5	1.0	383	0	0	1	383	1	383	7.778999999999999e-262	794
blaADC-56	ADC-56	1.0	383	0	0	1	383	1	383	3.84e-261	792
blaADC-58	ADC-58	1.0	383	0	0	1	383	1	383	3.501e-262	795
blaADC-59	ADC-59	1.0	383	0	0	1	383	1	383	3.84e-261	792
blaADC-6	ADC-6	1.0	383	0	0	1	383	1	383	1.728e-261	793
blaADC-60	ADC-60	1.0	383	0	0	1	383	1	383	3.84e-261	792
blaADC-61	ADC-61	1.0	383	0	0	1	383	1	383	8.530999999999999e-261	791
blaADC-62	ADC-62	1.0	383	0	0	1	383	1	383	8.530999999999999e-261	791
blaADC-67	ADC-67	1.0	383	0	0	1	383	1	383	3.84e-261	792
blaADC-68	ADC-68	1.0	383	0	0	1	383	1	383	3.84e-261	792
blaADC-7	ADC-7	1.0	383	0	0	1	383	1	383	7.778999999999999e-262	794
blaADC-73	ADC-73	1.0	383	0	0	1	383	1	383	8.530999999999999e-261	791
blaADC-74	ADC-74	1.0	383	0	0	1	383	1	383	7.778999999999999e-262	794
blaADC-75	ADC-75	1.0	383	0	0	1	383	1	383	3.84e-261	792
blaADC-76	ADC-76	1.0	383	0	0	1	383	1	383	3.84e-261	792
blaADC-77	ADC-77	1.0	383	0	0	1	383	1	383	1.728e-261	793
blaADC-78	ADC-78	1.0	383	0	0	1	383	1	383	3.84e-261	792
blaADC-79	ADC-79	1.0	383	0	0	1	383	1	383	7.778999999999999e-262	794
blaADC-8	ADC-8	1.0	397	0	0	1	397	1	397	3.879e-268	813
blaADC-81	ADC-81	1.0	388	0	0	1	388	1	388	1.51e-265	805
blaADC-82	ADC-82	1.0	383	0	0	1	383	1	383	8.530999999999999e-261	791
blaAER-1	AER-1	1.0	304	0	0	1	304	1	304	2.679e-199	609
blaAIM-1	AIM-1	1.0	303	0	0	1	303	1	303	1.463e-205	627
blaAQU	AQU-1	1.0	380	0	0	1	380	1	380	1.2899999999999999e-254	773
blaAQU-1	AQU-2	0.978	380	8	0	1	380	1	380	9.203e-250	759
blaARL-1	ARL-1	1.0	282	0	0	1	282	1	282	6.470999999999999e-187	572
blaARL-2	ARL-2	1.0	282	0	0	1	282	1	282	6.470999999999999e-187	572
blaARL-3	ARL-3	1.0	282	0	0	1	282	1	282	1.438e-186	571
blaARL-4	ARL-4	1.0	282	0	0	1	282	1	282	1.438e-186	571
blaARL-5	ARL-5	1.0	282	0	0	1	282	1	282	1.579e-185	568
blaARL-6	ARL-6	1.0	282	0	0	1	282	1	282	6.470999999999999e-187	572
blaAST-1	AST-1	1.0	310	0	0	1	310	1	310	4.958e-204	623
blaB-21	Chryseobacterium	1.0	249	0	0	1	249	1	249	2.7379999999999996e-171	525
blaBAT-1	BAT-1	1.0	268	0	0	1	268	1	268	1.08e-182	559
blaBBI	BcI	0.669	254	84	0	46	299	52	305	3.664e-117	372
blaBCL-1	BCL-1	1.0	301	0	0	1	301	7	307	2.3270000000000002e-199	609
blaBEL-1	BEL-1	1.0	283	0	0	1	283	1	283	7.445e-186	569
blaBEL-2	BEL-2	1.0	283	0	0	1	283	1	283	3.3499999999999998e-186	570
blaBEL-3	BEL-3	1.0	283	0	0	1	283	1	283	1.6549999999999998e-185	568
blaBES-1	BES-1	1.0	292	0	0	1	292	1	292	2.427e-194	594
blaBIC-1	BIC-1	1.0	294	0	0	1	294	1	294	9.961e-197	601
blaBIL-1	BIL-1	1.0	381	0	0	1	381	1	381	1.435e-262	796
blaBJP-1	BJP-1	1.0	294	0	0	1	294	1	294	9.074999999999999e-198	604
blaBKC-1	BKC-1	1.0	313	0	0	1	313	1	313	2.5679999999999998e-204	624
blaBPU-1	BPU-1	1.0	262	0	0	1	262	1	262	9.803e-181	553
blaBRO-1	BRO-1	1.0	313	0	0	1	313	1	313	2.979e-211	644
blaBRO-2	BRO-2	1.0	313	0	0	1	313	2	314	2.979e-211	644
blaBUT-2	BUT-1	1.0	383	0	0	1	383	15	397	1.5759999999999998e-262	796
blaCAM-1	CAM-1	1.0	241	0	0	1	241	1	241	7.318e-165	506
blaCARB-1	CARB-1	1.0	288	0	0	1	288	1	288	7.121e-189	578
blaCARB-10	CARB-10	1.0	298	0	0	1	298	1	298	2.6719999999999997e-196	600
blaCARB-12	CARB-12	1.0	288	0	0	1	288	1	288	7.816e-188	575
blaCARB-14	CARB-14	1.0	298	0	0	1	298	1	298	5.936999999999999e-196	599
blaCARB-16	CARB-16	1.0	298	0	0	1	298	1	298	2.6719999999999997e-196	600
blaCARB-17	CARB-17	1.0	283	0	0	1	283	1	283	1.251e-188	577
blaCARB-18	CARB-18	1.0	283	0	0	1	283	1	283	1.251e-188	577
blaCARB-19	CARB-19	1.0	283	0	0	1	283	1	283	1.251e-188	577
blaCARB-20	CARB-20	1.0	283	0	0	1	283	1	283	1.251e-188	577
blaCARB-21	CARB-21	1.0	283	0	0	1	283	28	310	1.251e-188	577
blaCARB-22	CARB-22	1.0	283	0	0	1	283	1	283	1.251e-188	577
blaCARB-23	CARB-23	1.0	285	0	0	1	285	28	312	5.634e-190	581
blaCARB-3	CARB-3	1.0	288	0	0	1	288	17	304	3.517e-188	576
blaCARB-4	CARB-4	1.0	288	0	0	1	288	1	288	3.517e-188	576
blaCARB-5	CARB-5	1.0	298	0	0	1	298	1	298	2.6719999999999997e-196	600
blaCARB-6	CARB-6	1.0	288	0	0	1	288	1	288	1.906e-186	571
blaCARB-7	CARB-7	1.0	288	0	0	1	288	1	288	1.906e-186	571
blaCARB-8	CARB-8	1.0	298	0	0	1	298	1	298	2.6719999999999997e-196	600
blaCARB-9	CARB-9	1.0	288	0	0	1	288	1	288	1.906e-186	571
blaCAU-1	CAU-1	1.0	289	0	0	1	289	1	289	1.9199999999999998e-195	597
blaCBP-1	CBP-1	1.0	308	0	0	1	308	1	308	3.748e-206	629
blaCFE-1	CFE-1	1.0	381	0	0	1	381	1	381	1.726e-260	790
blaCFE-2	CFE-2	1.0	381	0	0	1	381	1	381	7.082999999999999e-262	794
