query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
WP_001211200.1	ARO:3003852	0.959	383	16	0	1	383	1	383	4.191e-255	775
WP_001211200.1	ARO:3003853	0.957	383	16	0	1	383	1	383	2.0249999999999998e-254	773
WP_001211207.1	ARO:3003880	0.973	383	10	0	1	383	1	383	2.4e-259	787
WP_001211207.1	ARO:3003871	0.972	383	11	0	1	383	1	383	3.289e-259	786
WP_001211207.1	ARO:3004615	0.972	383	11	0	1	383	1	383	3.289e-259	786
WP_001211208.1	ARO:3004615	0.969	383	12	0	1	383	1	383	4.091e-258	783
WP_001211208.1	ARO:3003880	0.965	383	13	0	1	383	1	383	9.555e-257	779
WP_001211208.1	ARO:3003871	0.964	383	14	0	1	383	1	383	1.3090000000000001e-256	779
WP_001211209.1	ARO:3004617	0.966	383	13	0	1	383	1	383	2.7089999999999997e-257	781
WP_001211209.1	ARO:3003868	0.966	383	13	0	1	383	1	383	2.7089999999999997e-257	781
WP_001211209.1	ARO:3004633	0.965	383	13	0	1	383	1	383	9.555e-257	779
WP_001211210.1	ARO:3003883	0.966	383	13	0	1	383	1	383	3.713e-257	781
WP_001211210.1	ARO:3003848	0.964	383	14	0	1	383	1	383	1.7940000000000003e-256	779
WP_001211210.1	ARO:3003849	0.954	383	18	0	1	383	1	383	1.8379999999999998e-253	770
WP_001211212.1	ARO:3003849	0.964	383	14	0	1	383	1	383	1.7940000000000003e-256	779
WP_001211212.1	ARO:3003848	0.962	383	15	0	1	383	1	383	6.328000000000001e-256	777
WP_001211212.1	ARO:3003852	0.962	383	15	0	1	383	1	383	8.672000000000001e-256	777
WP_001211214.1	ARO:3003868	0.968	383	12	0	1	383	1	383	5.606e-258	783
WP_001211214.1	ARO:3003878	0.968	383	12	0	1	383	1	383	1.053e-257	782
WP_001211214.1	ARO:3004617	0.966	383	13	0	1	383	1	383	3.713e-257	781
WP_001211215.1	ARO:3004620	0.969	383	12	0	1	383	1	383	4.091e-258	783
WP_001211215.1	ARO:3004633	0.967	383	13	0	1	383	1	383	1.443e-257	782
WP_001211215.1	ARO:3004634	0.966	383	13	0	1	383	1	383	2.7089999999999997e-257	781
WP_001211220.1	ARO:3004632	0.956	384	17	0	1	384	1	383	8.246999999999999e-255	774
WP_001211220.1	ARO:3004633	0.956	384	17	0	1	384	1	383	8.246999999999999e-255	774
WP_001211220.1	ARO:3004634	0.955	384	17	0	1	384	1	383	1.5489999999999999e-254	773
WP_001211221.1	ARO:3003881	0.959	383	16	0	1	383	1	383	7.87e-255	774
WP_001211221.1	ARO:3003868	0.957	383	16	0	1	383	1	383	2.0249999999999998e-254	773
WP_001211221.1	ARO:3003848	0.954	383	18	0	1	383	1	383	2.5189999999999998e-253	769
WP_001211224.1	ARO:3003868	0.965	383	13	0	1	383	1	383	6.972e-257	780
WP_001211224.1	ARO:3004633	0.961	383	15	0	1	383	1	383	1.629e-255	776
WP_001211224.1	ARO:3004634	0.96	383	15	0	1	383	1	383	3.058e-255	775
WP_001211226.1	ARO:3004618	0.967	383	13	0	1	383	1	383	1.977e-257	781
WP_001211226.1	ARO:3003849	0.964	383	14	0	1	383	1	383	1.7940000000000003e-256	779
WP_001211226.1	ARO:3005037	0.963	383	14	0	1	383	1	383	2.4590000000000002e-256	778
WP_001211227.1	ARO:3003848	0.969	383	12	0	1	383	1	383	2.9850000000000003e-258	784
WP_001211227.1	ARO:3003883	0.967	383	13	0	1	383	1	383	1.977e-257	781
WP_001211227.1	ARO:3003852	0.965	383	13	0	1	383	1	383	6.972e-257	780
WP_001211232.1	ARO:3005037	0.959	383	16	0	1	383	1	383	4.191e-255	775
WP_001211232.1	ARO:3003848	0.956	383	17	0	1	383	1	383	3.804e-254	772
WP_001211232.1	ARO:3003883	0.954	383	18	0	1	383	1	383	2.5189999999999998e-253	769
WP_001211233.1	ARO:3005037	0.957	383	16	0	1	383	1	383	2.7759999999999998e-254	772
WP_001211233.1	ARO:3003848	0.954	383	18	0	1	383	1	383	2.5189999999999998e-253	769
WP_001211233.1	ARO:3003883	0.954	383	18	0	1	383	1	383	2.5189999999999998e-253	769
WP_001211238.1	ARO:3003796	0.967	383	13	0	1	383	1	383	1.443e-257	782
WP_001211238.1	ARO:3003871	0.965	383	13	0	1	383	1	383	9.555e-257	779
WP_001211238.1	ARO:3003882	0.964	383	14	0	1	383	1	383	1.3090000000000001e-256	779
WP_001211239.1	ARO:3003882	0.968	383	12	0	1	383	1	383	5.606e-258	783
WP_001211239.1	ARO:3003848	0.967	383	13	0	1	383	1	383	1.977e-257	781
WP_001211239.1	ARO:3003852	0.962	383	15	0	1	383	1	383	4.618e-256	777
WP_001255868.1	ARO:3002629	0.78	281	62	0	1	281	3	283	2.913e-144	449
WP_001255868.1	ARO:3002628	0.685	255	80	0	27	281	1	255	6.141e-110	350
WP_001255868.1	ARO:3002626	0.659	286	97	0	1	286	1	285	2.058e-118	375
WP_001256776.1	ARO:3002695	0.931	419	29	0	1	419	1	419	1.0629999999999999e-269	819
WP_001256776.1	ARO:3002696	0.928	419	30	0	1	419	1	419	9.643e-269	816
WP_001256776.1	ARO:3002693	0.925	419	31	0	1	419	1	419	1.643e-267	812
WP_001279068.1	ARO:3004091	0.717	258	73	0	1	258	1	258	1.214e-118	374
WP_001279068.1	ARO:3004682	0.699	261	78	0	1	261	1	261	2.5700000000000004e-116	367
WP_001279068.1	ARO:3004090	0.695	257	78	0	1	257	1	257	1.399e-113	359
WP_001284656.1	ARO:3000124	0.575	121	51	0	1	121	1	121	7.37e-39	136
WP_001284656.1	ARO:3005046	0.539	121	55	0	1	121	1	121	2.721e-35	126
WP_001443153.1	ARO:3004290	0.973	377	10	0	1	377	1	377	3.165e-255	775
WP_001443153.1	ARO:3002058	0.797	380	76	0	1	377	2	381	3.8299999999999998e-202	621
WP_001443153.1	ARO:3002117	0.795	380	77	0	1	377	2	381	1.35e-201	620
WP_001931474.1	ARO:3002240	0.937	288	18	0	1	288	1	288	2.553e-185	568
WP_001931474.1	ARO:3002242	0.936	288	18	0	1	288	17	304	3.499e-185	567
WP_001931474.1	ARO:3002241	0.929	288	20	0	1	288	1	288	1.5370000000000001e-183	563
WP_002046804.1	ARO:3003881	0.957	383	16	0	1	383	1	383	2.0249999999999998e-254	773
WP_002046804.1	ARO:3003868	0.956	383	17	0	1	383	1	383	5.212e-254	771
WP_002046804.1	ARO:3004617	0.953	383	18	0	1	383	1	383	3.452e-253	769
WP_002058891.1	ARO:3003849	0.966	383	13	0	1	383	1	383	2.7089999999999997e-257	781
WP_002058891.1	ARO:3003848	0.965	383	13	0	1	383	1	383	9.555e-257	779
WP_002058891.1	ARO:3003852	0.964	383	14	0	1	383	1	383	1.3090000000000001e-256	779
WP_002121386.1	ARO:3001608	0.953	273	13	0	1	273	1	273	6.444e-179	548
WP_002121386.1	ARO:3003117	0.948	273	14	0	1	273	1	273	5.855e-178	546
WP_002121386.1	ARO:3001728	0.936	273	17	0	1	273	1	273	4.391e-175	537
WP_002126587.1	ARO:3003852	0.921	383	30	0	1	383	1	383	6.317e-243	739
WP_002126587.1	ARO:3004493	0.919	383	31	0	1	383	1	383	3.052e-242	737
WP_002126587.1	ARO:3004618	0.917	383	32	0	1	383	1	383	1.0759999999999998e-241	736
WP_002157727.1	ARO:3003850	0.966	383	13	0	1	383	1	383	3.713e-257	781
WP_002157727.1	ARO:3003849	0.965	383	13	0	1	383	1	383	5.0879999999999994e-257	780
WP_002157727.1	ARO:3005037	0.965	383	13	0	1	383	1	383	6.972e-257	780
WP_002294509.1	ARO:3002630	0.677	258	83	0	4	261	3	260	5.011e-110	349
WP_002294509.1	ARO:3005062	0.482	257	132	0	6	261	5	261	2.2479999999999997e-68	229
WP_002294509.1	ARO:3002618	0.425	256	145	0	1	256	5	257	4.0110000000000003e-56	194
WP_002294513.1	ARO:3003111	0.63	492	182	0	1	492	1	492	2.176e-195	608
WP_002294513.1	ARO:3003112	0.564	492	214	0	1	492	1	492	1.184e-168	531
WP_002294513.1	ARO:3005121	0.43	492	280	0	1	492	1	492	1.188e-114	374
WP_002296175.1	ARO:3000300	0.667	498	165	0	1	498	1	497	3.686e-213	660
WP_002296175.1	ARO:3005121	0.555	497	218	0	1	497	1	492	4.793e-167	527
WP_002296175.1	ARO:3003111	0.43	497	280	0	1	497	1	492	4.7820000000000003e-116	379
WP_002578722.1	ARO:3002630	0.53	249	116	0	5	252	8	256	6.192e-76	250
WP_002578722.1	ARO:3005062	0.479	227	117	0	7	232	10	236	6.847e-59	201
WP_002578722.1	ARO:3002607	0.406	254	149	0	5	255	8	261	5.94e-52	181
WP_002783228.1	ARO:3003606	0.95	257	13	0	1	257	1	257	1.318e-167	515
WP_002783228.1	ARO:3003607	0.95	257	13	0	1	257	1	257	1.318e-167	515
WP_002783228.1	ARO:3003608	0.949	257	13	0	1	257	1	257	2.475e-167	514
WP_002785795.1	ARO:3002629	0.317	278	176	0	15	292	17	275	6.771e-37	139
WP_002785795.1	ARO:3002626	0.314	279	178	0	14	292	14	273	2.326e-36	137
WP_002785795.1	ARO:3002627	0.308	292	190	0	1	292	1	275	4.9729999999999996e-37	139
WP_002791310.1	ARO:3003606	0.947	257	14	0	1	257	1	257	6.3739999999999995e-167	513
WP_002791310.1	ARO:3003607	0.947	257	14	0	1	257	1	257	6.3739999999999995e-167	513
WP_002791310.1	ARO:3003608	0.945	257	14	0	1	257	1	257	1.197e-166	512
WP_002812372.1	ARO:3003606	0.947	257	14	0	1	257	1	257	4.6499999999999996e-167	513
WP_002812372.1	ARO:3003607	0.947	257	14	0	1	257	1	257	4.6499999999999996e-167	513
WP_002812372.1	ARO:3003608	0.946	257	14	0	1	257	1	257	8.736e-167	512
WP_002824679.1	ARO:3003606	0.947	257	14	0	1	257	1	257	6.3739999999999995e-167	513
WP_002824679.1	ARO:3003607	0.947	257	14	0	1	257	1	257	6.3739999999999995e-167	513
WP_002824679.1	ARO:3003608	0.945	257	14	0	1	257	1	257	1.197e-166	512
WP_002837769.1	ARO:3003606	0.945	257	14	0	1	257	1	257	1.641e-166	512
WP_002837769.1	ARO:3003607	0.945	257	14	0	1	257	1	257	1.641e-166	512
WP_002837769.1	ARO:3003608	0.944	257	14	0	1	257	1	257	3.083e-166	511
WP_002857546.1	ARO:3003606	0.949	257	13	0	1	257	1	257	1.806e-167	514
WP_002857546.1	ARO:3003607	0.949	257	13	0	1	257	1	257	1.806e-167	514
WP_002857546.1	ARO:3003608	0.948	257	13	0	1	257	1	257	3.393e-167	514
WP_002872163.1	ARO:3000190	0.904	639	61	0	1	639	1	639	0.0	1207
WP_002872163.1	ARO:3000186	0.816	638	117	0	1	638	1	638	0.0	1071
WP_002872163.1	ARO:3000192	0.758	638	154	0	1	638	1	638	4.3e-322	983
WP_002889704.1	ARO:3003606	0.945	257	14	0	1	257	1	257	1.641e-166	512
WP_002889704.1	ARO:3003607	0.945	257	14	0	1	257	1	257	1.641e-166	512
WP_002889704.1	ARO:3003608	0.944	257	14	0	1	257	1	257	3.083e-166	511
WP_002904004.1	ARO:3001121	0.936	286	18	0	1	286	1	286	1.021e-183	563
WP_002904004.1	ARO:3001119	0.936	286	18	0	1	286	1	286	1.021e-183	563
WP_002904004.1	ARO:3001072	0.933	286	19	0	1	286	1	286	3.6030000000000002e-183	561
WP_002936877.1	ARO:3003604	0.94	248	15	0	1	248	1	248	1.9410000000000001e-159	491
WP_002936877.1	ARO:3003605	0.925	244	18	0	1	244	1	244	1.0940000000000001e-153	474
WP_002936877.1	ARO:3003602	0.863	244	33	0	1	244	1	244	2.297e-141	439
WP_003093423.1	ARO:3005295	0.968	397	13	0	1	397	1	397	1.516e-267	811
WP_003093423.1	ARO:3005137	0.968	397	13	0	1	397	1	397	2.847e-267	811
WP_003093423.1	ARO:3005038	0.967	397	13	0	1	397	1	397	5.346e-267	810
WP_003110141.1	ARO:3005288	0.969	397	12	0	1	397	1	397	1.1059999999999998e-267	812
WP_003110141.1	ARO:3005153	0.965	397	14	0	1	397	1	397	2.5829999999999998e-266	808
WP_003110141.1	ARO:3002500	0.964	397	14	0	1	397	1	397	4.851e-266	807
WP_003112187.1	ARO:3003880	0.964	383	14	0	1	383	1	383	1.7940000000000003e-256	779
WP_003112187.1	ARO:3003871	0.963	383	14	0	1	383	1	383	2.4590000000000002e-256	778
WP_003112187.1	ARO:3004615	0.963	383	14	0	1	383	1	383	2.4590000000000002e-256	778
WP_003118452.1	ARO:3005138	0.986	262	4	0	1	262	1	262	9.875e-179	547
WP_003118452.1	ARO:3001796	0.981	262	5	0	1	262	1	262	1.23e-177	544
WP_003118452.1	ARO:3005130	0.975	262	7	0	1	262	1	262	2.1e-176	541
WP_003122322.1	ARO:3001796	0.984	262	4	0	1	262	1	262	2.543e-178	546
WP_003122322.1	ARO:3005138	0.981	262	5	0	1	262	1	262	1.23e-177	544
WP_003122322.1	ARO:3003643	0.981	262	5	0	1	262	1	262	1.23e-177	544
WP_003137570.1	ARO:3005155	0.968	397	13	0	1	397	1	397	2.077e-267	811
WP_003137570.1	ARO:3005295	0.967	397	13	0	1	397	1	397	3.9009999999999995e-267	810
WP_003137570.1	ARO:3005276	0.967	397	13	0	1	397	1	397	3.9009999999999995e-267	810
WP_003161096.1	ARO:3005130	0.981	262	5	0	1	262	1	262	1.23e-177	544
WP_003161096.1	ARO:3003645	0.981	262	5	0	1	262	1	262	1.23e-177	544
WP_003161096.1	ARO:3001796	0.981	262	5	0	1	262	1	262	1.23e-177	544
WP_003178584.1	ARO:3002877	0.68	254	81	0	49	302	52	305	4.431e-108	346
WP_003178584.1	ARO:3000090	0.671	253	83	0	49	301	55	307	9.289e-106	339
WP_003178584.1	ARO:3004749	0.636	303	110	0	1	302	1	303	5.7740000000000004e-120	380
WP_003235647.1	ARO:3004747	0.795	268	55	0	1	267	1	268	1.038e-140	438
WP_003235647.1	ARO:3004759	0.689	249	76	0	18	266	14	257	2.006e-108	345
WP_003235647.1	ARO:3001791	0.462	215	113	0	53	263	42	256	3.246e-52	182
WP_003454242.1	ARO:3005135	0.97	397	12	0	1	397	1	397	5.962e-268	813
WP_003454242.1	ARO:3002500	0.97	397	12	0	1	397	1	397	8.17e-268	812
WP_003454242.1	ARO:3005039	0.966	404	14	0	1	404	1	404	1.651e-271	823
WP_003975349.1	ARO:3002941	0.61	340	131	0	23	358	2	341	1.212e-127	406
WP_003975349.1	ARO:3003067	0.235	322	244	0	40	359	146	467	1.8569999999999997e-22	97
WP_003975349.1	ARO:3000839	0.2	255	200	0	91	341	183	437	1.503e-09	57
WP_004111091.1	ARO:3002402	0.935	290	19	0	1	290	1	290	4.231e-186	570
WP_004111091.1	ARO:3002397	0.934	290	19	0	1	290	1	290	5.799e-186	570
WP_004111091.1	ARO:3002401	0.931	290	20	0	1	290	1	290	2.8039999999999998e-185	568
WP_004149398.1	ARO:3003922	0.921	391	31	0	1	391	1	391	4.225e-248	755
WP_004149398.1	ARO:3000803	0.464	374	197	0	17	390	14	382	3.04e-96	316
WP_004149398.1	ARO:3000778	0.431	367	205	0	21	387	23	383	2.693e-84	281
WP_004149399.1	ARO:3003923	0.921	1050	83	0	1	1050	1	1050	0.0	2024
WP_004149399.1	ARO:3000804	0.594	1047	423	0	1	1042	1	1047	0.0	1203
WP_004149399.1	ARO:3003010	0.59	1026	419	0	1	1024	1	1026	0.0	1169
WP_004174783.1	ARO:3003923	0.923	1050	81	0	1	1050	1	1050	0.0	2028
WP_004174783.1	ARO:3000804	0.595	1047	422	0	1	1042	1	1047	0.0	1204
WP_004174783.1	ARO:3003010	0.591	1026	418	0	1	1024	1	1026	0.0	1170
WP_004206941.1	ARO:3002647	0.502	255	125	0	8	262	13	264	3.5300000000000003e-72	240
WP_004206941.1	ARO:3002654	0.448	242	130	0	21	262	14	250	2.5110000000000003e-57	197
WP_004206941.1	ARO:3002653	0.348	259	167	0	3	261	2	258	9.034999999999999e-41	149
WP_004207704.1	ARO:3004444	0.475	255	132	0	65	317	30	284	2.162e-65	223
WP_004207704.1	ARO:3002385	0.452	254	138	0	66	317	28	281	2.231e-60	209
WP_004207704.1	ARO:3002386	0.449	254	138	0	66	317	28	281	7.764e-60	207
WP_004212918.1	ARO:3003922	0.922	391	30	0	1	391	1	391	2.25e-248	756
WP_004212918.1	ARO:3000803	0.465	374	197	0	17	390	14	382	1.626e-96	317
WP_004212918.1	ARO:3000778	0.432	367	204	0	21	387	23	383	1.4420000000000001e-84	282
WP_004308783.1	ARO:3003762	0.605	152	60	0	4	155	3	154	1.2289999999999998e-53	181
WP_004308783.1	ARO:3002835	0.591	157	64	0	3	159	2	158	6.54e-54	182
WP_004308783.1	ARO:3002838	0.342	148	95	0	11	158	6	151	3.445e-20	85
WP_004365741.1	ARO:3002500	0.969	397	12	0	1	397	1	397	1.1059999999999998e-267	812
WP_004365741.1	ARO:3005134	0.967	397	13	0	1	397	1	397	3.9009999999999995e-267	810
WP_004365741.1	ARO:3002502	0.967	397	13	0	1	397	1	397	3.9009999999999995e-267	810
WP_004384957.1	ARO:3005150	0.707	349	102	0	27	375	33	381	5.539e-159	497
WP_004384957.1	ARO:3002494	0.672	373	122	0	3	375	5	377	4.4710000000000004e-160	500
WP_004384957.1	ARO:3002493	0.667	373	124	0	3	375	5	377	1.95e-158	495
WP_004641493.1	ARO:3001720	0.967	275	9	0	1	275	1	275	1.567e-183	562
WP_004641493.1	ARO:3001713	0.963	275	10	0	1	275	1	275	1.039e-182	559
WP_004641493.1	ARO:3001714	0.961	275	11	0	1	275	1	275	3.667e-182	558
WP_004643536.1	ARO:3003876	0.917	383	32	0	1	383	1	383	7.854e-242	736
WP_004643536.1	ARO:3003874	0.916	383	32	0	1	383	1	383	2.0209999999999998e-241	735
WP_004643536.1	ARO:3003863	0.913	383	33	0	1	383	1	383	1.338e-240	733
WP_004700205.1	ARO:3003885	0.929	383	27	0	1	383	1	383	1.588e-245	747
WP_004700205.1	ARO:3004615	0.928	383	28	0	1	383	1	383	4.086e-245	746
WP_004700205.1	ARO:3003871	0.927	383	28	0	1	383	1	383	5.599e-245	745
WP_004707701.1	ARO:3004493	0.923	383	29	0	1	383	1	383	1.3069999999999999e-243	741
WP_004707701.1	ARO:3003849	0.919	383	31	0	1	383	1	383	3.052e-242	737
WP_004707701.1	ARO:3005037	0.918	383	31	0	1	383	1	383	4.183e-242	737
WP_004712857.1	ARO:3003853	0.969	383	12	0	1	383	1	383	2.9850000000000003e-258	784
WP_004712857.1	ARO:3003848	0.962	383	15	0	1	383	1	383	8.672000000000001e-256	777
WP_004712857.1	ARO:3003883	0.959	383	16	0	1	383	1	383	5.743e-255	774
WP_004739487.1	ARO:3003853	0.961	383	15	0	1	383	1	383	1.629e-255	776
WP_004739487.1	ARO:3003848	0.96	383	15	0	1	383	1	383	3.058e-255	775
WP_004739487.1	ARO:3003849	0.958	383	16	0	1	383	1	383	1.478e-254	773
WP_004790939.1	ARO:3003857	0.945	383	21	0	1	383	1	383	1.374e-250	762
WP_004790939.1	ARO:3003859	0.945	383	21	0	1	383	1	383	1.374e-250	762
WP_004790939.1	ARO:3003858	0.943	383	22	0	1	383	1	383	4.8450000000000003e-250	760
WP_004840559.1	ARO:3003852	0.961	383	15	0	1	383	1	383	1.629e-255	776
WP_004840559.1	ARO:3003796	0.956	383	17	0	1	383	1	383	3.804e-254	772
WP_004840559.1	ARO:3003849	0.954	383	18	0	1	383	1	383	1.8379999999999998e-253	770
WP_004862397.1	ARO:3002438	0.705	286	84	0	1	286	1	286	3.709e-129	406
WP_004862397.1	ARO:3002452	0.704	286	84	0	1	286	1	286	5.082e-129	406
WP_004862397.1	ARO:3002437	0.703	286	85	0	1	286	1	286	6.963000000000001e-129	405
WP_004874166.1	ARO:3003104	0.692	225	69	0	20	244	27	251	6.919e-98	313
WP_004874166.1	ARO:3003102	0.691	225	69	0	20	244	27	251	9.48e-98	313
WP_004874166.1	ARO:3003103	0.691	225	69	0	20	244	27	251	9.48e-98	313
WP_004886093.1	ARO:3004493	0.92	383	31	0	1	383	1	383	1.1859999999999999e-242	739
WP_004886093.1	ARO:3003848	0.917	383	32	0	1	383	1	383	7.854e-242	736
WP_004886093.1	ARO:3003852	0.917	383	32	0	1	383	1	383	1.0759999999999998e-241	736
WP_004890321.1	ARO:3003922	0.921	391	31	0	1	391	1	391	3.0829999999999998e-248	755
WP_004890321.1	ARO:3000803	0.464	374	197	0	17	390	14	382	2.223e-96	316
WP_004890321.1	ARO:3000778	0.431	367	205	0	21	387	23	383	1.971e-84	282
WP_004899982.1	ARO:3003923	0.921	1050	83	0	1	1050	1	1050	0.0	2023
WP_004899982.1	ARO:3000804	0.596	1047	421	0	1	1042	1	1047	0.0	1207
WP_004899982.1	ARO:3003010	0.591	1026	418	0	1	1024	1	1026	0.0	1170
WP_005039111.1	ARO:3003876	0.922	383	30	0	1	383	1	383	2.455e-243	741
WP_005039111.1	ARO:3003863	0.916	383	32	0	1	383	1	383	2.7689999999999997e-241	735
WP_005039111.1	ARO:3003857	0.916	383	32	0	1	383	1	383	2.7689999999999997e-241	735
WP_005046018.1	ARO:3003876	0.918	383	31	0	1	383	1	383	5.7319999999999994e-242	737
WP_005046018.1	ARO:3003874	0.914	383	33	0	1	383	1	383	9.764999999999999e-241	733
WP_005046018.1	ARO:3003863	0.911	383	34	0	1	383	1	383	6.466e-240	731
WP_005068074.1	ARO:3003872	0.973	383	10	0	1	383	1	383	2.4e-259	787
WP_005068074.1	ARO:3003856	0.957	383	16	0	1	383	1	383	2.0249999999999998e-254	773
WP_005068074.1	ARO:3003864	0.954	383	18	0	1	383	1	383	2.5189999999999998e-253	769
WP_005109685.1	ARO:3003848	0.959	383	16	0	1	383	1	383	5.743e-255	774
WP_005109685.1	ARO:3003852	0.959	383	16	0	1	383	1	383	7.87e-255	774
WP_005109685.1	ARO:3003868	0.959	383	16	0	1	383	1	383	7.87e-255	774
WP_005123276.1	ARO:3003885	0.966	383	13	0	1	383	1	383	3.713e-257	781
WP_005123276.1	ARO:3004618	0.962	383	15	0	1	383	1	383	6.328000000000001e-256	777
WP_005123276.1	ARO:3003796	0.961	383	15	0	1	383	1	383	1.629e-255	776
WP_005128228.1	ARO:3003849	0.959	383	16	0	1	383	1	383	7.87e-255	774
WP_005128228.1	ARO:3003848	0.957	383	16	0	1	383	1	383	2.7759999999999998e-254	772
WP_005128228.1	ARO:3003852	0.956	383	17	0	1	383	1	383	3.804e-254	772
WP_005131186.1	ARO:3005037	0.957	383	16	0	1	383	1	383	2.0249999999999998e-254	773
WP_005131186.1	ARO:3003796	0.957	383	16	0	1	383	1	383	2.7759999999999998e-254	772
WP_005131186.1	ARO:3003849	0.954	383	18	0	1	383	1	383	1.8379999999999998e-253	770
WP_005138362.1	ARO:3003851	0.961	383	15	0	1	383	1	383	1.1879999999999999e-255	776
WP_005138362.1	ARO:3003796	0.957	383	16	0	1	383	1	383	2.7759999999999998e-254	772
WP_005138362.1	ARO:3005246	0.956	383	17	0	1	383	1	383	5.212e-254	771
WP_005307218.1	ARO:3003859	0.95	383	19	0	1	383	1	383	4.293e-252	766
WP_005307218.1	ARO:3003857	0.946	383	21	0	1	383	1	383	5.3390000000000005e-251	763
WP_005307218.1	ARO:3003858	0.945	383	21	0	1	383	1	383	1.883e-250	761
WP_005375420.1	ARO:3003175	0.856	283	41	0	1	283	1	283	4.1430000000000005e-163	503
WP_005375420.1	ARO:3003174	0.854	283	41	0	1	283	1	283	1.461e-162	502
WP_005375420.1	ARO:3003150	0.852	283	42	0	1	283	1	283	3.761e-162	501
WP_005404206.1	ARO:3001418	0.959	273	11	0	1	273	1	273	2.755e-180	552
WP_005404206.1	ARO:3001467	0.957	273	12	0	1	273	1	273	5.175000000000001e-180	552
WP_005404206.1	ARO:3001469	0.957	273	12	0	1	273	1	273	7.093e-180	551
WP_005405613.1	ARO:3005159	0.962	273	10	0	1	273	1	273	4.1549999999999997e-181	555
WP_005405613.1	ARO:3001418	0.953	273	13	0	1	273	1	273	6.444e-179	548
WP_005405613.1	ARO:3001467	0.951	273	13	0	1	273	1	273	1.2110000000000001e-178	548
WP_005475717.1	ARO:3002874	0.685	132	41	0	1	132	1	132	6.279e-55	183
WP_005475717.1	ARO:3005162	0.598	134	51	0	1	129	1	134	2.754e-46	158
WP_005475717.1	ARO:3003207	0.587	131	54	0	1	131	1	131	5.913e-44	151
